Title,Artist,Rank,Last Week,Peak Positon,Weeks on charts,Date
Chorrito Pa Las Animas,Feid,89,115,89,3,2023-01-29
Baby Shark,Pinkfong,90,97,38,124,2023-01-29
Rock And A Hard Place,Bailey Zimmerman,91,92,59,31,2023-01-29
Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,92,94,21,18,2023-01-29
Shape Of You,Ed Sheeran,93,107,55,125,2023-01-29
Jimmy Cooks,Drake Featuring 21 Savage,94,104,3,32,2023-01-29
Que Agonia,Yuridia & Angela Aguilar,95,102,95,8,2023-01-29
How Do I Say Goodbye,Dean Lewis,96,82,82,17,2023-01-29
Glimpse Of Us,Joji,97,85,2,33,2023-01-29
Believer,Imagine Dragons,98,101,52,125,2023-01-29
Provenza,Karol G,99,99,6,40,2023-01-29
Cairo,Karol G & Ovy On The Drums,100,105,89,10,2023-01-29
Wait For U,Future Featuring Drake & Tems,101,103,2,39,2023-01-29
Metamorphosis,INTERWORLD,102,117,101,6,2023-01-29
About Damn Time,Lizzo,103,113,6,41,2023-01-29
Te Felicito,Shakira & Rauw Alejandro,104,79,11,34,2023-01-29
Sunroof,Nicky Youre & dazy,105,89,26,36,2023-01-29
Enemy,Imagine Dragons X JID,106,109,3,65,2023-01-29
Moscow Mule,Bad Bunny,107,96,2,38,2023-01-29
Knight Crawler,Trippie Redd & Juice WRLD,108,-,108,1,2023-01-29
Without Me,Eminem,109,112,39,68,2023-01-29
Shallow,Lady Gaga & Bradley Cooper,110,93,59,122,2023-01-29
Hotel Lobby (Unc And Phew),Quavo & Takeoff,111,106,77,18,2023-01-29
Viva La Vida,Coldplay,112,120,107,23,2023-01-29
Subtitle,Official HIGE DANdism,113,98,29,15,2023-01-29
Lokera,"Rauw Alejandro, Lyanno & Brray",114,114,55,24,2023-01-29
Lovely,Billie Eilish & Khalid,115,91,70,125,2023-01-29
Party In The U.S.A.,Miley Cyrus,116,124,116,4,2023-01-29
Dandelions,Ruth B.,117,118,51,54,2023-01-29
Wait In The Truck,HARDY Featuring Lainey Wilson,118,-,118,4,2023-01-29
I Like You (A Happier Song),Post Malone Featuring Doja Cat,119,122,7,34,2023-01-29
Riptide,Vance Joy,120,100,100,72,2023-01-29
Spit In My Face!,ThxSoMch,121,123,121,4,2023-01-29
Neverita,Bad Bunny,122,111,16,38,2023-01-29
Yellow,Coldplay,123,125,68,94,2023-01-29
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,124,119,41,125,2023-01-29
Shut Down,BLACKPINK,125,108,1,19,2023-01-29
Late Night Talking,Harry Styles,126,121,2,36,2023-01-29
Waka Waka (This Time For Africa),Shakira Featuring Freshlyground,127,116,87,10,2023-01-29
Playa del Ingles,Quevedo & Mike Towers,128,170,128,2,2023-01-29
Gangsta's Paradise,Coolio Featuring L.V.,129,129,21,80,2023-01-29
No Role Modelz,J. Cole,130,135,97,81,2023-01-29
The Kind Of Love We Make,Luke Combs,131,169,38,28,2023-01-29
Take Me To Church,Hozier,132,133,123,96,2023-01-29
Collide,Justine Skye Featuring Tyga,133,150,133,3,2023-01-29
You Proof,Morgan Wallen,134,132,22,37,2023-01-29
Summertime Sadness,Lana Del Rey vs. Cedric Gervais,135,136,89,25,2023-01-29
Vista Al Mar,Quevedo,136,198,114,15,2023-01-29
Blind,SZA,137,95,19,7,2023-01-29
Pepas,Farruko,138,127,7,80,2023-01-29
Happier Than Ever,Billie Eilish,139,137,6,77,2023-01-29
Counting Stars,OneRepublic,140,144,96,96,2023-01-29
Pink Venom,BLACKPINK,141,128,1,23,2023-01-29
Thank God,Kane Brown With Katelyn Brown,142,140,62,15,2023-01-29
Everybody Wants To Rule The World,Tears For Fears,143,158,108,26,2023-01-29
Too Many Nights,Metro Boomin Featuring Don Toliver & Future,144,131,23,8,2023-01-29
The Hills,The Weeknd,145,138,44,51,2023-01-29
Komet,Udo Lindenberg & Apache 207,146,-,146,1,2023-01-29
Do I Wanna Know?,Arctic Monkeys,147,139,119,32,2023-01-29
Shinunoga E-Wa,Fujii Kaze,148,142,118,16,2023-01-29
Super Freaky Girl,Nicki Minaj,149,143,5,24,2023-01-29
505,Arctic Monkeys,150,157,94,46,2023-01-29
abcdefu,GAYLE,151,126,1,60,2023-01-29
Attention,NewJeans,152,141,54,14,2023-01-29
Bombonzinho,Israel & Rodolffo & Ana Castela,153,134,119,5,2023-01-29
Dance Monkey,Tones And I,154,148,16,120,2023-01-29
Call Out My Name,The Weeknd,155,151,97,29,2023-01-29
Maan Meri Jaan,King,156,155,121,4,2023-01-29
Ferrari,James Hype & Miggy Dela Rosa,157,149,25,29,2023-01-29
Sweet Child O' Mine,Guns N' Roses,158,160,57,90,2023-01-29
Watermelon Sugar,Harry Styles,159,145,9,121,2023-01-29
Punto 40,Rauw Alejandro & Baby Rasta,160,130,72,16,2023-01-29
Dream On,Aerosmith,161,152,110,12,2023-01-29
Blank Space,Taylor Swift,162,178,157,24,2023-01-29
The Real Slim Shady,Eminem,163,156,59,52,2023-01-29
Industry Baby,Lil Nas X & Jack Harlow,164,153,2,78,2023-01-29
Running Up That Hill (A Deal With God),Kate Bush,165,154,1,34,2023-01-29
"Going, Going, Gone",Luke Combs,166,175,163,4,2023-01-29
TV,Billie Eilish,167,162,25,7,2023-01-29
I'm Not The Only One,Sam Smith,168,163,94,19,2023-01-29
Good Days,SZA,169,146,7,35,2023-01-29
Smells Like Teen Spirit,Nirvana,170,166,92,100,2023-01-29
I Was Never There,The Weeknd Featuring Gesaffelstein,171,168,119,23,2023-01-29
Hold Me Closer,Elton John & Britney Spears,172,161,6,20,2023-01-29
Lose Yourself,Eminem,173,171,25,46,2023-01-29
Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,174,-,135,15,2023-01-29
In Da Club,50 Cent,175,185,44,42,2023-01-29
Ghost,Justin Bieber,176,186,16,68,2023-01-29
Midnight Rain,Taylor Swift,177,172,5,13,2023-01-29
Wrecking Ball,Miley Cyrus,178,197,178,2,2023-01-29
Circles,Post Malone,179,180,49,121,2023-01-29
Set Fire To The Rain,Adele,180,-,64,6,2023-01-29
Forget Me,Lewis Capaldi,181,-,48,15,2023-01-29
Murder In My Mind,Kordhell,182,182,113,20,2023-01-29
Hotel California,Eagles,183,190,132,98,2023-01-29
Heart To Heart,Mac DeMarco,184,-,184,1,2023-01-29
Besos Moja2,Wisin & Yandel + Rosalia,185,159,102,15,2023-01-29
Something Just Like This,The Chainsmokers & Coldplay,186,181,102,101,2023-01-29
Midnight Sky,Miley Cyrus,187,176,15,38,2023-01-29
Rush,Ayra Starr,188,-,188,1,2023-01-29
Don't Start Now,Dua Lipa,189,164,30,117,2023-01-29
Heart Like A Truck,Lainey Wilson,190,194,190,4,2023-01-29
In The End,Linkin Park,191,-,163,10,2023-01-29
Bohemian Rhapsody,Queen,192,195,97,114,2023-01-29
Locked Out Of Heaven,Bruno Mars,193,-,116,23,2023-01-29
Normal,Feid,194,-,75,14,2023-01-29
Take On Me,a-ha,195,191,139,65,2023-01-29
Wasted On You,Morgan Wallen,196,-,19,49,2023-01-29
Gatita,Bellakath,197,147,113,6,2023-01-29
Wake Me Up!,Avicii,198,200,154,34,2023-01-29
Only Love Can Hurt Like This,Paloma Faith,199,-,75,26,2023-01-29
The Loneliest,Maneskin,200,-,75,5,2023-01-29
Flowers,Miley Cyrus,1,1,1,3,2023-02-05
"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,2,2,2,4,2023-02-05
Kill Bill,SZA,3,3,1,8,2023-02-05
Unholy,Sam Smith & Kim Petras,4,5,1,19,2023-02-05
Calm Down,Rema & Selena Gomez,5,4,3,31,2023-02-05
Creepin',"Metro Boomin, The Weeknd & 21 Savage",6,6,3,9,2023-02-05
Escapism,RAYE Featuring 070 Shake,7,7,7,10,2023-02-05
Anti-Hero,Taylor Swift,8,9,1,15,2023-02-05
I'm Good (Blue),David Guetta & Bebe Rexha,9,8,2,23,2023-02-05
As It Was,Harry Styles,10,10,1,44,2023-02-05
OMG,NewJeans,11,12,10,5,2023-02-05
Ditto,NewJeans,12,11,8,7,2023-02-05
Sure Thing,Miguel,13,15,13,7,2023-02-05
Made You Look,Meghan Trainor,14,20,6,15,2023-02-05
Until I Found You,Stephen Sanchez,15,17,11,38,2023-02-05
Yandel 150,Yandel & Feid,16,25,16,4,2023-02-05
La Bachata,Manuel Turizo,17,14,6,30,2023-02-05
Golden Hour,JVKE,18,13,13,23,2023-02-05
Another Love,Tom Odell,19,19,14,92,2023-02-05
I Ain't Worried,OneRepublic,20,18,5,35,2023-02-05
Save Your Tears,The Weeknd & Ariana Grande,21,28,1,109,2023-02-05
La Jumpa,Arcangel & Bad Bunny,22,16,14,9,2023-02-05
Die For You,The Weeknd,23,29,23,48,2023-02-05
Bebe Dame,Fuerza Regida X Grupo Frontera,24,21,17,5,2023-02-05
Rich Flex,Drake & 21 Savage,25,23,1,13,2023-02-05
"Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,26,24,1,30,2023-02-05
Miss You,Oliver Tree & Robin Schulz,27,26,11,17,2023-02-05
Love Again,The Kid LAROI,28,-,28,1,2023-02-05
Snooze,SZA,29,32,29,8,2023-02-05
Hey Mor,Ozuna Featuring Feid,30,30,27,16,2023-02-05
Under The Influence,Chris Brown,31,31,3,28,2023-02-05
Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",32,27,8,9,2023-02-05
Just Wanna Rock,Lil Uzi Vert,33,44,30,16,2023-02-05
Here With Me,d4vd,34,35,34,12,2023-02-05
Lavender Haze,Taylor Swift,35,82,2,15,2023-02-05
Stay,The Kid LAROI & Justin Bieber,36,60,1,82,2023-02-05
Cuff It,Beyonce,37,42,12,27,2023-02-05
10:35,Tiesto Featuring Tate McRae,38,39,38,10,2023-02-05
Something In The Orange,Zach Bryan,39,37,23,40,2023-02-05
AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano",40,50,40,4,2023-02-05
Bad Habit,Steve Lacy,41,43,8,30,2023-02-05
Que Vuelvas,Carin Leon X Grupo Frontera,42,38,34,6,2023-02-05
Me Porto Bonito,Bad Bunny & Chencho Corleone,43,41,2,39,2023-02-05
Sugar Rush Ride,TOMORROW X TOGETHER,44,-,44,1,2023-02-05
Titi Me Pregunto,Bad Bunny,45,40,4,39,2023-02-05
Blinding Lights,The Weeknd,46,49,2,126,2023-02-05
Bloody Mary,Lady Gaga,47,33,31,9,2023-02-05
Let Go,Central Cee,48,34,31,7,2023-02-05
Snap,Rosa Linn,49,47,18,30,2023-02-05
Players,Coi Leray,50,70,50,4,2023-02-05
Despecha,Rosalia,51,46,6,27,2023-02-05
Heat Waves,Glass Animals,52,45,1,109,2023-02-05
I'm Not Here To Make Friends,Sam Smith,53,-,53,1,2023-02-05
Cold Heart (PNAU Remix),Elton John & Dua Lipa,54,51,3,77,2023-02-05
Mockingbird,Eminem,55,48,42,16,2023-02-05
Starboy,The Weeknd Featuring Daft Punk,56,56,52,83,2023-02-05
Bones,Imagine Dragons,57,52,32,47,2023-02-05
Fin de Semana,Junior H X Oscar Maydon,58,79,58,3,2023-02-05
Levitating,Dua Lipa,59,62,2,122,2023-02-05
Perfect,Ed Sheeran,60,63,30,126,2023-02-05
Sweater Weather,The Neighbourhood,61,54,25,123,2023-02-05
Hype Boy,NewJeans,62,64,52,26,2023-02-05
Shivers,Ed Sheeran,63,65,3,73,2023-02-05
Feliz Cumpleanos Ferxxo,Feid,64,68,61,22,2023-02-05
Leao,Marilia Mendonca,65,61,51,4,2023-02-05
LLYLM,Rosalia,66,-,66,1,2023-02-05
Lift Me Up,Rihanna,67,59,3,14,2023-02-05
Moonlight Sunrise,TWICE,68,22,22,2,2023-02-05
Gato de Noche,Nengo Flow & Bad Bunny,69,58,28,6,2023-02-05
Last Night,Morgan Wallen,70,-,70,1,2023-02-05
Nobody Gets Me,SZA,71,53,12,8,2023-02-05
Low,SZA,72,57,24,8,2023-02-05
PRC,Peso Pluma X Natanael Cano,73,-,73,1,2023-02-05
Kick Back,Kenshi Yonezu,74,67,13,17,2023-02-05
When I Was Your Man,Bruno Mars,75,77,75,19,2023-02-05
Bad Habits,Ed Sheeran,76,80,1,84,2023-02-05
Antifragile,LE SSERAFIM,77,75,38,16,2023-02-05
Monotonia,Shakira + Ozuna,78,55,18,15,2023-02-05
Ojitos Lindos,Bad Bunny & Bomba Estereo,79,73,4,39,2023-02-05
Unstoppable,Sia,80,84,80,51,2023-02-05
People,Libianca,81,69,69,3,2023-02-05
Romantic Homicide,d4vd,82,74,35,22,2023-02-05
Punto G,Quevedo,83,66,66,5,2023-02-05
Shut Up My Moms Calling,Hotel Ugly,84,85,64,9,2023-02-05
I Wanna Be Yours,Arctic Monkeys,85,78,71,22,2023-02-05
Marisola,Cris Mj Featuring Standly,86,81,70,7,2023-02-05
No Se Va,Grupo Frontera,87,72,31,19,2023-02-05
Efecto,Bad Bunny,88,83,7,39,2023-02-05
The Color Violet,Tory Lanez,89,87,85,5,2023-02-05
Rock And A Hard Place,Bailey Zimmerman,90,91,59,32,2023-02-05
Nonsense,Sabrina Carpenter,91,36,36,3,2023-02-05
Someone You Loved,Lewis Capaldi,92,86,24,126,2023-02-05
Baby Shark,Pinkfong,93,90,38,125,2023-02-05
Easy On Me,Adele,94,88,1,69,2023-02-05
Vibe,TAEYANG Featuring Jimin,95,71,12,3,2023-02-05
Chorrito Pa Las Animas,Feid,96,89,89,4,2023-02-05
Believer,Imagine Dragons,97,98,52,126,2023-02-05
Shirt,SZA,98,76,18,14,2023-02-05
Dawns,Zach Bryan Featuring Maggie Rogers,99,-,99,1,2023-02-05
The Kind Of Love We Make,Luke Combs,100,131,38,29,2023-02-05
Shape Of You,Ed Sheeran,101,93,55,126,2023-02-05
Jimmy Cooks,Drake Featuring 21 Savage,102,94,3,33,2023-02-05
About Damn Time,Lizzo,103,103,6,42,2023-02-05
Provenza,Karol G,104,99,6,41,2023-02-05
Wait For U,Future Featuring Drake & Tems,105,101,2,40,2023-02-05
Glimpse Of Us,Joji,106,97,2,34,2023-02-05
Cairo,Karol G & Ovy On The Drums,107,100,89,11,2023-02-05
Enemy,Imagine Dragons X JID,108,106,3,66,2023-02-05
Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,109,92,21,19,2023-02-05
Viva La Vida,Coldplay,110,112,107,24,2023-02-05
Metamorphosis,INTERWORLD,111,102,101,7,2023-02-05
You Proof,Morgan Wallen,112,134,22,38,2023-02-05
No Role Modelz,J. Cole,113,130,97,82,2023-02-05
Without Me,Eminem,114,109,39,69,2023-02-05
Que Agonia,Yuridia & Angela Aguilar,115,95,95,9,2023-02-05
How Do I Say Goodbye,Dean Lewis,116,96,82,18,2023-02-05
Lovely,Billie Eilish & Khalid,117,115,70,126,2023-02-05
Shallow,Lady Gaga & Bradley Cooper,118,110,59,123,2023-02-05
Subtitle,Official HIGE DANdism,119,113,29,16,2023-02-05
Sunroof,Nicky Youre & dazy,120,105,26,37,2023-02-05
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,121,124,41,126,2023-02-05
Yellow,Coldplay,122,123,68,95,2023-02-05
Late Night Talking,Harry Styles,123,126,2,37,2023-02-05
Dandelions,Ruth B.,124,117,51,55,2023-02-05
Lokera,"Rauw Alejandro, Lyanno & Brray",125,114,55,25,2023-02-05
Collide,Justine Skye Featuring Tyga,126,133,126,4,2023-02-05
Riptide,Vance Joy,127,120,100,73,2023-02-05
Neverita,Bad Bunny,128,122,16,39,2023-02-05
Hotel Lobby (Unc And Phew),Quavo & Takeoff,129,111,77,19,2023-02-05
Dream On,Aerosmith,130,161,110,13,2023-02-05
Gangsta's Paradise,Coolio Featuring L.V.,131,129,21,81,2023-02-05
Summertime Sadness,Lana Del Rey vs. Cedric Gervais,132,135,89,26,2023-02-05
Shut Down,BLACKPINK,133,125,1,20,2023-02-05
"Hey, Mickey!",Yung Baby Tate,134,-,134,1,2023-02-05
Moscow Mule,Bad Bunny,135,107,2,39,2023-02-05
I Like You (A Happier Song),Post Malone Featuring Doja Cat,136,119,7,35,2023-02-05
Take Me To Church,Hozier,137,132,123,97,2023-02-05
Happier Than Ever,Billie Eilish,138,139,6,78,2023-02-05
Trustfall,P!nk,139,-,139,1,2023-02-05
Te Felicito,Shakira & Rauw Alejandro,140,104,11,35,2023-02-05
Pepas,Farruko,141,138,7,81,2023-02-05
Komet,Udo Lindenberg & Apache 207,142,146,142,2,2023-02-05
Waka Waka (This Time For Africa),Shakira Featuring Freshlyground,143,127,87,11,2023-02-05
Blank Space,Taylor Swift,144,162,144,25,2023-02-05
Counting Stars,OneRepublic,145,140,96,97,2023-02-05
Pink Venom,BLACKPINK,146,141,1,24,2023-02-05
Everybody Wants To Rule The World,Tears For Fears,147,143,108,27,2023-02-05
Thought You Should Know,Morgan Wallen,148,-,40,5,2023-02-05
Thank God,Kane Brown With Katelyn Brown,149,142,62,16,2023-02-05
The Hills,The Weeknd,150,145,44,52,2023-02-05
Playa del Ingles,Quevedo & Mike Towers,151,128,128,3,2023-02-05
Attention,NewJeans,152,152,54,15,2023-02-05
Shinunoga E-Wa,Fujii Kaze,153,148,118,17,2023-02-05
abcdefu,GAYLE,154,151,1,61,2023-02-05
Watermelon Sugar,Harry Styles,155,159,9,122,2023-02-05
"Going, Going, Gone",Luke Combs,156,166,156,5,2023-02-05
Spit In My Face!,ThxSoMch,157,121,121,5,2023-02-05
Dance Monkey,Tones And I,158,154,16,121,2023-02-05
Those Eyes,New West,159,-,159,1,2023-02-05
Sweet Child O' Mine,Guns N' Roses,160,158,57,91,2023-02-05
Do I Wanna Know?,Arctic Monkeys,161,147,119,33,2023-02-05
I'm Not The Only One,Sam Smith,162,168,94,20,2023-02-05
The Real Slim Shady,Eminem,163,163,59,53,2023-02-05
In Da Club,50 Cent,164,175,44,43,2023-02-05
Rush,Ayra Starr,165,188,165,2,2023-02-05
Smells Like Teen Spirit,Nirvana,166,170,92,101,2023-02-05
505,Arctic Monkeys,167,150,94,47,2023-02-05
Running Up That Hill (A Deal With God),Kate Bush,168,165,1,35,2023-02-05
Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,169,174,135,16,2023-02-05
Bombonzinho,Israel & Rodolffo & Ana Castela,170,153,119,6,2023-02-05
Circles,Post Malone,171,179,49,122,2023-02-05
Wait In The Truck,HARDY Featuring Lainey Wilson,172,118,118,5,2023-02-05
Party In The U.S.A.,Miley Cyrus,173,116,116,5,2023-02-05
Ferrari,James Hype & Miggy Dela Rosa,174,157,25,30,2023-02-05
Set Fire To The Rain,Adele,175,180,64,7,2023-02-05
Take On Me,a-ha,176,195,139,66,2023-02-05
Lose Yourself,Eminem,177,173,25,47,2023-02-05
Industry Baby,Lil Nas X & Jack Harlow,178,164,2,79,2023-02-05
Hotel California,Eagles,179,183,132,99,2023-02-05
Too Many Nights,Metro Boomin Featuring Don Toliver & Future,180,144,23,9,2023-02-05
Call Out My Name,The Weeknd,181,155,97,30,2023-02-05
Normal,Feid,182,194,75,15,2023-02-05
Blind,SZA,183,137,19,8,2023-02-05
Maan Meri Jaan,King,184,156,121,5,2023-02-05
TV,Billie Eilish,185,167,25,8,2023-02-05
Punto 40,Rauw Alejandro & Baby Rasta,186,160,72,17,2023-02-05
I Was Never There,The Weeknd Featuring Gesaffelstein,187,171,119,24,2023-02-05
Ghost,Justin Bieber,188,176,16,69,2023-02-05
Hold Me Closer,Elton John & Britney Spears,189,172,6,21,2023-02-05
Something Just Like This,The Chainsmokers & Coldplay,190,186,102,102,2023-02-05
Don't Start Now,Dua Lipa,191,189,30,118,2023-02-05
Only Love Can Hurt Like This,Paloma Faith,192,199,75,27,2023-02-05
In The End,Linkin Park,193,191,163,11,2023-02-05
"Sex, Drugs, Etc.",Beach Weather,194,-,128,11,2023-02-05
Locked Out Of Heaven,Bruno Mars,195,193,116,24,2023-02-05
Growin' Up And Gettin' Old,Luke Combs,196,-,196,1,2023-02-05
Besos Moja2,Wisin & Yandel + Rosalia,197,185,102,16,2023-02-05
Murder In My Mind,Kordhell,198,182,113,21,2023-02-05
Vista Al Mar,Quevedo,199,136,114,16,2023-02-05
Super Freaky Girl,Nicki Minaj,200,149,5,25,2023-02-05
Flowers,Miley Cyrus,1,1,1,4,2023-02-12
Kill Bill,SZA,2,3,1,9,2023-02-12
"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,3,2,2,5,2023-02-12
Unholy,Sam Smith & Kim Petras,4,4,1,20,2023-02-12
Calm Down,Rema & Selena Gomez,5,5,3,32,2023-02-12
Creepin',"Metro Boomin, The Weeknd & 21 Savage",6,6,3,10,2023-02-12
As It Was,Harry Styles,7,10,1,45,2023-02-12
Escapism,RAYE Featuring 070 Shake,8,7,7,11,2023-02-12
I'm Good (Blue),David Guetta & Bebe Rexha,9,9,2,24,2023-02-12
Anti-Hero,Taylor Swift,10,8,1,16,2023-02-12
Last Night,Morgan Wallen,11,70,11,2,2023-02-12
OMG,NewJeans,12,11,10,6,2023-02-12
Sure Thing,Miguel,13,13,13,8,2023-02-12
Ditto,NewJeans,14,12,8,8,2023-02-12
"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice,15,-,15,1,2023-02-12
Yandel 150,Yandel & Feid,16,16,16,5,2023-02-12
La Bachata,Manuel Turizo,17,17,6,31,2023-02-12
Until I Found You,Stephen Sanchez,18,15,11,39,2023-02-12
Golden Hour,JVKE,19,18,13,24,2023-02-12
Die For You,The Weeknd,20,23,20,49,2023-02-12
Made You Look,Meghan Trainor,21,14,6,16,2023-02-12
La Jumpa,Arcangel & Bad Bunny,22,22,14,10,2023-02-12
Cuff It,Beyonce,23,37,12,28,2023-02-12
I Ain't Worried,OneRepublic,24,20,5,36,2023-02-12
Save Your Tears,The Weeknd & Ariana Grande,25,21,1,110,2023-02-12
Another Love,Tom Odell,26,19,14,93,2023-02-12
Rich Flex,Drake & 21 Savage,27,25,1,14,2023-02-12
Snooze,SZA,28,29,28,9,2023-02-12
Bebe Dame,Fuerza Regida X Grupo Frontera,29,24,17,6,2023-02-12
X Si Volvemos,Karol G x Romeo Santos,30,-,30,1,2023-02-12
Hey Mor,Ozuna Featuring Feid,31,30,27,17,2023-02-12
Under The Influence,Chris Brown,32,31,3,29,2023-02-12
Just Wanna Rock,Lil Uzi Vert,33,33,30,17,2023-02-12
Players,Coi Leray,34,50,34,5,2023-02-12
"Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,35,26,1,31,2023-02-12
Miss You,Oliver Tree & Robin Schulz,36,27,11,18,2023-02-12
Superhero (Heroes & Villains),"Metro Boomin, Future & Chris Brown",37,32,8,10,2023-02-12
Love Again,The Kid LAROI,38,28,28,2,2023-02-12
AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano",39,40,39,5,2023-02-12
Here With Me,d4vd,40,34,34,13,2023-02-12
10:35,Tiesto Featuring Tate McRae,41,38,38,11,2023-02-12
Me Porto Bonito,Bad Bunny & Chencho Corleone,42,43,2,40,2023-02-12
Something In The Orange,Zach Bryan,43,39,23,41,2023-02-12
Bad Habit,Steve Lacy,44,41,8,31,2023-02-12
PRC,Peso Pluma X Natanael Cano,45,73,45,2,2023-02-12
Titi Me Pregunto,Bad Bunny,46,45,4,40,2023-02-12
Que Vuelvas,Carin Leon X Grupo Frontera,47,42,34,7,2023-02-12
Zona de Perigo,Leo Santana,48,-,48,1,2023-02-12
Stay,The Kid LAROI & Justin Bieber,49,36,1,83,2023-02-12
Blinding Lights,The Weeknd,50,46,2,127,2023-02-12
Heat Waves,Glass Animals,51,52,1,110,2023-02-12
Lift Me Up,Rihanna,52,67,3,15,2023-02-12
Starboy,The Weeknd Featuring Daft Punk,53,56,52,84,2023-02-12
Cold Heart (PNAU Remix),Elton John & Dua Lipa,54,54,3,78,2023-02-12
Bones,Imagine Dragons,55,57,32,48,2023-02-12
Levitating,Dua Lipa,56,59,2,123,2023-02-12
Despecha,Rosalia,57,51,6,28,2023-02-12
Bloody Mary,Lady Gaga,58,47,31,10,2023-02-12
Snap,Rosa Linn,59,49,18,31,2023-02-12
Perfect,Ed Sheeran,60,60,30,127,2023-02-12
Mockingbird,Eminem,61,55,42,17,2023-02-12
Lavender Haze,Taylor Swift,62,35,2,16,2023-02-12
Sweater Weather,The Neighbourhood,63,61,25,124,2023-02-12
Hype Boy,NewJeans,64,62,52,27,2023-02-12
Fin de Semana,Junior H X Oscar Maydon,65,58,58,4,2023-02-12
Shivers,Ed Sheeran,66,63,3,74,2023-02-12
Leao,Marilia Mendonca,67,65,51,5,2023-02-12
Feliz Cumpleanos Ferxxo,Feid,68,64,61,23,2023-02-12
Let Go,Central Cee,69,48,31,8,2023-02-12
People,Libianca,70,81,69,4,2023-02-12
Easy On Me,Adele,71,94,1,70,2023-02-12
Gato de Noche,Nengo Flow & Bad Bunny,72,69,28,7,2023-02-12
Shut Up My Moms Calling,Hotel Ugly,73,84,64,10,2023-02-12
When I Was Your Man,Bruno Mars,74,75,74,20,2023-02-12
About Damn Time,Lizzo,75,103,6,43,2023-02-12
Ojitos Lindos,Bad Bunny & Bomba Estereo,76,79,4,40,2023-02-12
Low,SZA,77,72,24,9,2023-02-12
Kick Back,Kenshi Yonezu,78,74,13,18,2023-02-12
Unstoppable,Sia,79,80,79,52,2023-02-12
Efecto,Bad Bunny,80,88,7,40,2023-02-12
Nobody Gets Me,SZA,81,71,12,9,2023-02-12
LLYLM,Rosalia,82,66,66,2,2023-02-12
I'm Not Here To Make Friends,Sam Smith,83,53,53,2,2023-02-12
Trustfall,P!nk,84,139,84,2,2023-02-12
Bad Habits,Ed Sheeran,85,76,1,85,2023-02-12
Antifragile,LE SSERAFIM,86,77,38,17,2023-02-12
Thought You Should Know,Morgan Wallen,87,148,40,6,2023-02-12
I Wanna Be Yours,Arctic Monkeys,88,85,71,23,2023-02-12
Chorrito Pa Las Animas,Feid,89,96,89,5,2023-02-12
Rock And A Hard Place,Bailey Zimmerman,90,90,59,33,2023-02-12
Romantic Homicide,d4vd,91,82,35,23,2023-02-12
No Se Va,Grupo Frontera,92,87,31,20,2023-02-12
Marisola,Cris Mj Featuring Standly,93,86,70,8,2023-02-12
You Proof,Morgan Wallen,94,112,22,39,2023-02-12
Late Night Talking,Harry Styles,95,123,2,38,2023-02-12
Someone You Loved,Lewis Capaldi,96,92,24,127,2023-02-12
The Color Violet,Tory Lanez,97,89,85,6,2023-02-12
Punto G,Quevedo,98,83,66,6,2023-02-12
Monotonia,Shakira + Ozuna,99,78,18,16,2023-02-12
Wait For U,Future Featuring Drake & Tems,100,105,2,41,2023-02-12
The Kind Of Love We Make,Luke Combs,101,100,38,30,2023-02-12
Provenza,Karol G,102,104,6,42,2023-02-12
Nonsense,Sabrina Carpenter,103,91,36,4,2023-02-12
Jimmy Cooks,Drake Featuring 21 Savage,104,102,3,34,2023-02-12
Shirt,SZA,105,98,18,15,2023-02-12
Baby Shark,Pinkfong,106,93,38,126,2023-02-12
Believer,Imagine Dragons,107,97,52,127,2023-02-12
Shape Of You,Ed Sheeran,108,101,55,127,2023-02-12
Cairo,Karol G & Ovy On The Drums,109,107,89,12,2023-02-12
I Wrote The Book,Morgan Wallen,110,-,110,1,2023-02-12
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,111,121,41,127,2023-02-12
Glimpse Of Us,Joji,112,106,2,35,2023-02-12
Viva La Vida,Coldplay,113,110,107,25,2023-02-12
No Role Modelz,J. Cole,114,113,97,83,2023-02-12
