Title;Artist;Rank;Last Week;Peak Positon;Weeks on charts;Date;Genre;Producers;Writers;Distributor
Shut Down;BLACKPINK;46;40;1;7;2022-11-12;Pop, K-Pop (케이팝), Modern Classical, Orchestral, Girl Group, South Korea, Genius Korea;Teddy Park & 24;Teddy Park, Danny Chung & Vince (KOR);None
No Se Va;Grupo Frontera;47;47;31;6;2022-11-12;Pop, En Español;None;None;None
Ojitos Lindos;Bad Bunny & Bomba Estereo;48;51;4;26;2022-11-12;Pop, Colombia, Reggaetón, Puerto Rico, En Español, Latin Pop, Latin Urban, Latin Music;Mvsis, Tainy & La Paciencia;Li Saumet, Simón Mejía (Bomba Estéreo) & Bad Bunny;The Orchard
Blinding Lights;The Weeknd;49;60;2;113;2022-11-12;Pop, Nightcore, Dance-Pop, Electro-Pop, Synth-Pop, Synthwave;Oscar Holter, Max Martin & The Weeknd;The Weeknd, Oscar Holter, Max Martin, Belly & DaHeala;Universal Music Group
Something In The Orange;Zach Bryan;50;46;23;27;2022-11-12;Country;Ryan Hadlock;Zach Bryan;None
Would've, Could've, Should've;Taylor Swift;51;21;21;2;2022-11-12;Pop, Soft Rock, Pop-Rock, Ballad, Electro-Pop, Electronic, Synth-Pop, Singer-Songwriter;Taylor Swift & Aaron Dessner;Taylor Swift & Aaron Dessner;Universal Music Group
Die For You;The Weeknd;52;55;36;35;2022-11-12;R&B, Pop, Ambient, Electro-Pop, Dark Ambient, Dark Pop, Adult Alternative, Alternative Dance, Dance-Pop, Dance, Electronic, Alternative Pop, Alternative, Adult Contemporary, Alternative R&B, Ballad;Cashmere Cat, Prince 85, Cirkut, The Weeknd & Doc McKinney;Cirkut, Billy Walsh, Cashmere Cat, Sir Dylan, Prince 85, Doc McKinney & The Weeknd;None
Sweater Weather;The Neighbourhood;53;52;25;110;2022-11-12;Pop, Rock, Alternative Pop, Alternative, Adult Contemporary, Adult Alternative, Pop-Rock, Alternative Rock;Emile Haynie & Justyn Pilbrow;Jeremy Freedman, Zach Abels &;None
Jimmy Cooks;Drake Featuring 21 Savage;54;57;3;20;2022-11-12;Rap, Pop Rap, Hardcore Hip-Hop, Outro, Atlanta Rap, Hip-Hop, Trap, Canada;Vinylz, Tay Keith, CuBeatz &;Drake, 21 Savage, Tay Keith, Vinylz, Kevin Gomringer, Tim Gomringer, Tizzle, Dougie F, Playa Fly, Harry Ray, Al Goodman & Walter Morris;Universal Music Group
In My Head;Juice WRLD;55;-;55;1;2022-11-12;Rap, Mental Health, Emo Trap, Emo Rap, Trap, Chicago Rap;TrePounds, Max Lord & Sheldon Ferguson;TrePounds, Max Lord, Juice WRLD & Sheldon Ferguson;Universal Music Group
Moscow Mule;Bad Bunny;56;54;2;26;2022-11-12;Pop, Puerto Rico, En Español, Latin Pop, Latin Urban, Latin Music;Scotty Dittrich, Mick Coogan, La Paciencia & MAG;Bad Bunny;The Orchard
Stay;The Kid LAROI & Justin Bieber;57;58;1;69;2022-11-12;R&B, Pop, Pop Rap, Contemporary R&B, Duet, New Wave, Synth-Pop, Australia, Canada;Cashmere Cat, Blake Slatkin, Omer Fedi & Charlie Puth;Finatik, , , Omer Fedi, Cashmere Cat, Blake Slatkin, , Justin Bieber & The Kid LAROI;Sony Music Entertainment
Ghostbusters;Ray Parker Jr.;58;-;46;3;2022-11-12;Pop, Dance Rock, Soundtrack, Singer-Songwriter, Synth-Pop, Eighties;Ray Parker Jr.;Ray Parker Jr.;None
The Great War;Taylor Swift;59;24;24;2;2022-11-12;Pop, Alternative Pop, Ballad, Dream Pop, Electro-Pop, Electronic, Synth-Pop, Singer-Songwriter;Taylor Swift & Aaron Dessner;Taylor Swift & Aaron Dessner;Universal Music Group
Bigger Than The Whole Sky;Taylor Swift;60;22;22;2;2022-11-12;Pop, Pop Country, Electro-Pop, Electronic, Ballad, Synth-Pop, Singer-Songwriter;Jack Antonoff & Taylor Swift;Taylor Swift & Jack Antonoff;Universal Music Group
Pink Venom;BLACKPINK;61;53;1;11;2022-11-12;Pop, Korean, Hip-Hop, K-Pop (케이팝), Girl Group, South Korea, Genius Korea;Teddy Park, 24, R.Tee & IDO (KOR);Teddy Park, , R.Tee, Danny Chung & IDO (KOR);None
Just Wanna Rock;Lil Uzi Vert;62;59;59;3;2022-11-12;Rap, Dance-Pop, Dance, Electronic Trap, Electro House, Electro-Pop, Electronic, House, TikTok, Bounce, East Coast, Pop Rap, Jersey Club;MCVertt & Synthetic;Lil Uzi Vert, MCVertt & Synthetic;Warner Music Group
Romantic Homicide;d4vd;63;56;35;9;2022-11-12;Rock, Pop, Bandlab, Indie Pop, Indie Rock, Indie, Pop-Rock, Alternative, Alternative Rock, Alternative Pop;Dan Darmawan;d4vd;Universal Music Group & DistroKid
Cold Heart (PNAU Remix);Elton John & Dua Lipa;64;61;3;64;2022-11-12;Rap, Cloud Rap, Trap;Menoh;Menoh, KEELEY!, Landon Cube & Lil Skies;None
Hey Mor;Ozuna Featuring Feid;65;88;65;3;2022-11-12;Pop, Reggaetón, Colombia, Puerto Rico, En Español, Latin Pop, Latin Urban, Latin Music;Sky Rompiendo;Ozuna, Feid, Sencillo305, Rios (PR), Sky Rompiendo & Hi Music Hi Flow;Sony Music Latin & The Orchard
Neverita;Bad Bunny;66;62;16;26;2022-11-12;Pop, House, Latin Trap, Trap, Latin Pop, Puerto Rico, En Español, Latin Urban, Latin Music;Cheo Legendary, La Paciencia & Tainy;Bad Bunny;The Orchard
Levitating;Dua Lipa;67;65;2;109;2022-11-12;Rap, Pop, TikTok, Electro-Pop, Funk-Pop, Dance, Dance-Pop, Synth-Pop, Nu Disco, UK;Stuart Price & KOZ;Dua Lipa, Sarah Hudson, Clarence Coffee Jr. &;None
Hold Me Closer;Elton John & Britney Spears;68;63;6;10;2022-11-12;Pop, Singer-Songwriter, Alternative Pop, Alternative Dance, Alternative, Electro, Electronica, Electro-Pop, Electronic, Dance, Mashup, Nu Disco, Dance-Pop, UK, Remix;watt & Cirkut;Elton John, Bernie Taupin, watt & Cirkut;None
Until I Found You;Stephen Sanchez;69;67;44;25;2022-11-12;Pop, Acoustic, Ballad, Singer-Songwriter, Bedroom Pop, Soft Rock, Alternative Pop, Alternative;Konrad Snyder & Ian Fitchuk;Stephen Sanchez;None
Shivers;Ed Sheeran;70;64;3;60;2022-11-12;Pop, UK Pop, Singer-Songwriter, Dance-Pop, UK;Ed Sheeran, Fred again.. & Steve Mac;Ed Sheeran, Kal Lavelle, Johnny McDaid & Steve Mac;Warner Music Group
Nxde;(G)I-DLE;71;50;50;2;2022-11-12;Pop, Alternative Pop, K-Pop (케이팝), Girl Group, South Korea, Genius Korea, Korean;None;JEON SOYEON (전소연), Poptime & Kako (KOR);None
Glimpse Of Us;Joji;72;71;2;21;2022-11-12;R&B, Pop, Soul Pop, Soul, Australia, Alternative R&B, Japan, Alternative Pop, Alternative, Adult Contemporary, Singer-Songwriter, Ballad, Piano;Connor McDonough;Riley McDonough, Joel Castillo, Connor McDonough, Idarose &;Warner Music Group
Sunroof;Nicky Youre & dazy;73;69;26;24;2022-11-12;Rock, Pop, Bedroom Pop, Pop-Rock, Alternative Rock, Alternative Pop, Indie, Alternative;Dazy;Nicky Youre;None
I Like You (A Happier Song);Post Malone Featuring Doja Cat;74;70;7;22;2022-11-12;Rap, Soundtrack, Broadway, History, Musicals;Lin-Manuel Miranda, ?uestlove, Black Thought, Bill Sherman & Alex Lacamoire;Lin-Manuel Miranda, Richard Rodgers, Oscar Hammerstein II, Havoc, Prodigy of Mobb Deep, The Notorious B.I.G., Easy Mo Bee & Roger Troutman;None
Star Walkin' (League Of Legends Worlds Anthem);Lil Nas X;75;66;21;6;2022-11-12;Rap, Pop, Soundtrack, Synth-Pop, Atlanta Rap, Hip-Hop, Pop Rap, Trap, Anthem, Gaming, Drill;Cirkut & Omer Fedi;Lil Nas X, Omer Fedi, Cirkut & Ink;Sony Music Entertainment
Provenza;Karol G;76;68;6;28;2022-11-12;Pop, Afrobeats, Colombia, Latin Pop, Latin Urban, Latin Music, En Español;Ovy On The Drums;KEITYN, Ovy On The Drums & KAROL G;None
Paris;Taylor Swift;77;30;30;2;2022-11-12;Pop, Electro-Pop, Electronic, Synth-Pop, Singer-Songwriter;Jack Antonoff & Taylor Swift;Jack Antonoff & Taylor Swift;Universal Music Group
Running Up That Hill (A Deal With God);Kate Bush;78;81;1;23;2022-11-12;Pop, Progressive Pop, Soundtrack, Memes, UK Pop, Netflix, TV, Avant Garde, Adult Contemporary, Singer-Songwriter, Alternative Pop, Alternative, Avant-Pop, Eighties, UK, Synth-Pop, New Wave, Art Pop;Kate Bush;Kate Bush;None
Punto 40;Rauw Alejandro & Baby Rasta;79;75;75;4;2022-11-12;Pop, Puerto Rico, Reggaetón, En Español, Latin Pop, Latin Urban, Latin Music;Mr. Naisgai, Rauw Alejandro, Kenobi Sensei & Playero;Rauw Alejandro, Baby Rasta & Playero;None
Monster Mash;"Bobby ""Boris"" Pickett And The Crypt-Kickers";80;-;54;3;2022-11-12;Rock, Singer-Songwriter, Sixties, Halloween;Gary S. Paxton;Bobby “Boris” Pickett & Leonard L. Capizzi;None
This Is Halloween;Danny Elfman;81;-;66;3;2022-11-12;Pop, Dark Cabaret, Children's Music, Holiday, Halloween, Soundtrack, Disney;Walt Disney Records;Danny Elfman;None
Bad Habits;Ed Sheeran;82;76;1;71;2022-11-12;Pop, Synth-Pop, House, Singer-Songwriter, Dance-Pop, UK;Ed Sheeran, Fred again.. & Johnny McDaid;Ed Sheeran, Fred again.. & Johnny McDaid;None
Feliz Cumpleanos Ferxxo;Feid;83;82;61;9;2022-11-12;Pop, Reggaetón, Colombia, En Español, Latin Pop, Latin Urban, Latin Music;Jowan & Sky Rompiendo;Feid, Jowan, Rolo, Wain & Sky Rompiendo;Universal Music Group
Mockingbird;Eminem;84;96;84;3;2022-11-12;Rap, Letter, Detroit, Hip-Hop, Conscious Hip-Hop, Piano, Lullaby;Luis Resto & Eminem;Eminem &;None
Wait For U;Future Featuring Drake & Tems;85;77;2;27;2022-11-12;Pop, R&B, Rap, Boom Bap, Contemporary R&B, Trap, Hip-Hop, Pop-R&B, Pop Rap, Nigeria, Canada, Atlanta Rap;ATL Jacob, FNZ, , Sonic Major &;Future, Drake, Tems, 1SRAEL, ATL Jacob, Finatik, Zac, Sonic Major, Tejiri & A1;Sony Music Entertainment
Lokera;Rauw Alejandro, Lyanno & Brray;86;73;55;12;2022-11-12;Pop, Reggaetón, Puerto Rico, En Español, Latin Pop, Latin Urban, Latin Music;Caleb Calloway, Mr. Naisgai, Rauw Alejandro & Slow Jamz;Rauw Alejandro, Lyanno & Brray;Sony Music Latin & Duars Entertainment
Perfect;Ed Sheeran;87;83;30;113;2022-11-12;Pop, UK Pop, Soft Rock, Acoustic, Orchestral, Easy Listening, Piano, Singer-Songwriter, Adult Contemporary, Ballad, UK;benny blanco, Ed Sheeran & Will Hicks;Ed Sheeran;None
High Infidelity;Taylor Swift;88;31;31;2;2022-11-12;Pop, Alternative, Ballad, Electro-Pop, Electronic, Synth-Pop, Singer-Songwriter;Taylor Swift & Aaron Dessner;Taylor Swift & Aaron Dessner;Universal Music Group
How Do I Say Goodbye;Dean Lewis;89;90;89;5;2022-11-12;Pop, Australia;Ed Holloway, Nick Atkinson, Jon Hume & Dean Lewis;Jon Hume & Dean Lewis;None
About Damn Time;Lizzo;90;79;6;29;2022-11-12;Rap, R&B, Pop, Pop Rap, Hip-Hop, Pop-R&B, Dance, Funk, Nu Disco, Funk-Pop, Dance-Pop;Blake Slatkin & Ricky Reed;Blake Slatkin, Theron Thomas, Ricky Reed, Malcolm McLaren, JazzyJust, Larry Price, Stephen Hague &;None
Left And Right;Charlie Puth Featuring Jung Kook;91;78;5;19;2022-11-12;Pop, Synth-Pop, K-Pop (케이팝), K-Solo, South Korea, Genius Korea;Charlie Puth;Jacob Kasher & Charlie Puth;None
Gatubela;Karol G x Maldy;92;80;23;10;2022-11-12;Pop, Latin Music, Puerto Rico, Latin Urban, Colombia, En Español, Reggaetón, Latin Pop;Ovy On The Drums;KAROL G, Maldy, Justin Quiles, DJ Maff & Lenny Tavárez;None
Late Night Talking;Harry Styles;93;74;2;24;2022-11-12;R&B, Pop, Synth-Pop, Funk-Pop, Dance, Dance-Pop, UK;Tyler Johnson & Kid Harpoon;Harry Styles & Kid Harpoon;Sony Music Entertainment
Somebody's Watching Me;Rockwell;94;-;35;4;2022-11-12;Pop, R&B, Halloween, Eighties, Motown, Electro-Pop, Electronic, Synth-Pop;Rockwell & Curtis Anthony Nolen;Curtis Anthony Nolen & Rockwell;None
Gangsta's Paradise;Coolio Featuring L.V.;95;87;21;68;2022-11-12;Pop, Rap, Soul Rap, Pop Rap, West Coast, Nineties, Soundtrack, Hardcore Hip-Hop, Soul, Gangsta Rap, Conscious Hip-Hop;Doug Rasheed;Coolio, L.V. (South Central Cartel), Stevie Wonder & Doug Rasheed;Reservoir Media
Ferrari;James Hype & Miggy Dela Rosa;96;91;25;20;2022-11-12;Pop, Deep House, House, Alternative Dance, Electronic, UK, Dance-Pop, Electro-Pop, Dance;James Hype;James Hype, Miggy Dela Rosa, Josh Grimmett, Johannes Shore, Diddy, Loon, Adonis, Michael Carlos Jones, Frank Romano & Mario Winans;None
Enemy;Imagine Dragons X JID;97;92;3;53;2022-11-12;Rock, Rap, Pop, TV, Alternative Pop, Alternative, Gaming, Memes, Rap-Rock, Alternative Rock, Pop Rap, Pop-Rock, Soundtrack;Mattman & Robin;Dan Reynolds, Wayne Sermon, Ben McKee, Daniel Platzman, Robin Fredriksson, Mattias Larsson, Justin Tranter &;None
I Wanna Be Yours;Arctic Monkeys;98;89;73;9;2022-11-12;Rock, Psychedelic Soul, Poetry, Adult Alternative, British Rock, Psychedelic Rock, UK, Indie Rock, Alternative Rock;Ross Orton & James Ford;John Cooper Clarke & Arctic Monkeys;None
California Breeze;Lil Baby;99;72;15;3;2022-11-12;Rap, Atlanta Rap, Trap;Murda Beatz & Mars (German producer);Lil Baby, Murda Beatz, Mars (German producer), Coco O. & James Blake;Universal Music Group
Forget Me;Lewis Capaldi;100;94;48;8;2022-11-12;Pop, Synth-Pop, Adult Alternative, Piano, Alternative Pop, UK Pop, Singer-Songwriter, Scotland, UK;Chris Bishop, Lewis Capaldi & TMS;Ben Kohn, Blair Gormal, Lewis Capaldi, Michael Pollack, Pete Kelleher, Plested, TMS & Tom Barnes;None
Glitch;Taylor Swift;101;35;35;2;2022-11-12;Pop, New Wave, Glitch, Electronica, Ballad, Electro-Pop, Electronic, Synth-Pop, Singer-Songwriter;Sounwave, Jack Antonoff & Taylor Swift;Jack Antonoff, Taylor Swift, Sounwave & Sam Dew;Universal Music Group
B.O.T.A. (Baddest Of Them All);Eliza Rose & Interplanetary Criminal;102;95;47;10;2022-11-12;Pop, Latin Urban, Puerto Rico, Dancehall, Remix, Latin Pop, Reggaetón, Latin Music, En Español;Shorty Complete, Kronix Magical & Young Martino;Kronix Magical, Young Martino, Vicente Saavedra, Juan Diego Medina, Flow La Movie, DJ Nelson, Bad Bunny, Nicky Jam, Nio García, Casper Mágico, Darell & Ozuna;None
Starboy;The Weeknd Featuring Daft Punk;103;102;52;70;2022-11-12;Pop, R&B, Alternative Pop, Alternative, Piano, Dark Pop, Synth-Pop, Canada, Alternative R&B;Daft Punk, Cirkut, Doc McKinney & The Weeknd;Guy-Manuel de Homem-Christo, Thomas Bangalter, DaHeala, The Weeknd, Doc McKinney & Cirkut;None
Yellow;Coldplay;104;101;68;82;2022-11-12;Rock, Pop-Rock, British Rock, Post-Britpop, Ballad, Adult Alternative, Adult Contemporary, UK, Alternative Rock, Alternative;Ken Nelson & Coldplay;Guy Berryman, Jonny Buckland, & Chris Martin;None
Hype Boy;NewJeans;105;105;52;13;2022-11-12;Pop, Dance-Pop, Future Bass, K-Pop (케이팝), Korean, South Korea, Genius Korea, Girl Group;250;Hanni (NewJeans), Ylva Dimberg & Gigi (KOR);None
Spooky, Scary Skeletons;Andrew Gold;106;-;106;2;2022-11-12;Pop, Nineties, Ragtime, Children's Music, Memes, Halloween;Andrew Gold;Andrew Gold;None
Vegas;Doja Cat;107;103;28;23;2022-11-12;Rap, Trap, Chipmunk Soul, Pop Rap, Soundtrack;Yeti Beats & Rogét Chahayed;Mike Stoller, Jerry Leiber, Rogét Chahayed, Yeti Beats & Doja Cat;Sony Music Entertainment
Tomorrow 2;GloRilla & Cardi B;108;93;39;6;2022-11-12;Rap, East Coast, Hardcore Hip-Hop, Trap, DMV, Memphis, Remix;Macaroni Toni;GloRilla, Cardi B, Macaroni Toni & Pardison Fontaine;Universal Music Group
Pepas;Farruko;109;115;7;68;2022-11-12;Pop, Guaracha, Electro House, Electronica, Electro, Electro-Pop, En Español, Puerto Rico, Latin Pop, Latin Urban, Latin Music;Sharo Towers, Ghetto, IAmChino, K4G & Víctor Cárdenas;IAmChino, Juan Manuel Gomez, Ghetto, White Star, K4G, Sharo Towers, Víctor Cárdenas, Frank Miami & Farruko;None
Dear Reader;Taylor Swift;110;37;37;2;2022-11-12;Pop, Ballad, Electro-Pop, Electronic, Synth-Pop, Singer-Songwriter;Jack Antonoff & Taylor Swift;Jack Antonoff & Taylor Swift;Universal Music Group
You Proof;Morgan Wallen;111;99;22;25;2022-11-12;R&B, Country, Singer-Songwriter, Honky Tonk, Alternative R&B, Synth-Pop, Trap, Pop Country;Charlie Handsome & Joey Moi;Ashley Gorley, ERNEST, Keith Smith, Morgan Wallen & Charlie Handsome;None
Someone You Loved;Lewis Capaldi;112;107;24;113;2022-11-12;Pop, Soul Pop, UK Pop, Adult Contemporary, Adult Alternative, Singer-Songwriter, Ballad, Piano, UK;TMS;Ben Kohn, , Pete Kelleher, & Tom Barnes;None
Believer;Imagine Dragons;113;108;52;113;2022-11-12;Pop, Rock, Synth Rock, Anthem, Adult Alternative, Alternative, Alternative Pop, Alternative Rock, Alternative R&B, Synth-Pop, Album-Oriented Rock (AOR), Pop-Rock;Mattman & Robin;Dan Reynolds, Wayne Sermon, Ben McKee, Daniel Platzman, Robin Fredriksson, Mattias Larsson & Justin Tranter;None
Unstoppable;Sia;114;111;83;38;2022-11-12;Pop, Electronic, Electro-Pop, New Wave, Australia;Jesse Shatkin;Chris Braide & Sia;None
Easy On Me;Adele;115;113;1;56;2022-11-12;Pop, Adult Contemporary, Blue-Eyed Soul, Singer-Songwriter, Soul, Ballad, UK, Piano;Greg Kurstin;Greg Kurstin & Adele;Sony Music Entertainment
Baby Shark;Pinkfong;116;104;38;112;2022-11-12;Pop, Dance-Pop, Dance, Memes, Children's Music;Pinkfong (핑크퐁);Robin Davies & Shawnee Lamb;None
Te Felicito;Shakira & Rauw Alejandro;117;98;11;28;2022-11-12;Pop, Electro, Electro-Pop, Reggaetón, Colombia, Puerto Rico, En Español, Latin Pop, Latin Urban, Latin Music;Ily Wonder, L.E.X.U.Z, KEITYN, Albert Hype & Shakira;Santiago Munera Penagos, Lenin Yorney, KEITYN, Ily Wonder, Andrés Mauricio Acosta Echeverri, Rauw Alejandro & Shakira;None
Without Me;Eminem;118;110;39;56;2022-11-12;Rap, Comedy, Memes, Soundtrack, Hip-Hop, Hardcore Hip-Hop, Satire;Jeff Bass, DJ Head & Eminem;Eminem, , Shawn Baumgardner, Urban Kris, , Trevor Horn, Anne Dudley & Malcolm McLaren;Universal Music Group
Miss You;southstar;119;97;71;3;2022-11-12;Pop, Cover, Remix, Trance, Techno, House;southstar;Oliver Tree, Chris Comstock & David Pramik;None
Happier Than Ever;Billie Eilish;120;100;6;66;2022-11-12;Pop, TikTok, Pop-Punk, Neo Soul, Soul, Alternative Pop, Pop-Rock, Grunge, Noise Pop;FINNEAS;Billie Eilish & FINNEAS;Universal Music Group
Doja;Central Cee;121;106;19;15;2022-11-12;Rap, Hip-Hop, Trap, Memes, Drill, UK Drill, UK, UK Rap;LiTek & WhYJay;Central Cee, Eve, Dr. Dre, Mike Elizondo, Scott Storch &;None
Dandelions;Ruth B.;122;112;51;42;2022-11-12;Pop, Canada, Trap, Alternative Pop, Alternative R&B, Ballad;Joel Little;Ruth B.;None
Shape Of You;Ed Sheeran;123;118;55;113;2022-11-12;Pop, UK Pop, Dance-Pop, Electro, Electro-Pop, Dancehall, Synth-Pop, Dance, Singer-Songwriter, Tropical House, UK;Steve Mac;Steve Mac, Tameka “Tiny” Harris, , Kevin “She’kspere” Briggs, & Johnny McDaid;None
Industry Baby;Lil Nas X & Jack Harlow;124;120;2;67;2022-11-12;Pop, Rap, Pop Rap, Hip-Hop, Atlanta Rap, Trap;Drew Sliger, Roy Lenzo, Ojivolta, Nick Lee, Kanye West & Take a Daytrip;Roy Lenzo, Mark Williams, Raul Cubina, Kanye West, , David Biral, Denzel Baptiste, Jack Harlow & Lil Nas X;Sony Music Entertainment
Rock And A Hard Place;Bailey Zimmerman;125;114;59;21;2022-11-12;Country, Singer-Songwriter;Austin Shawn;Heath Warren, Jacob Hackworth & Jet Harvey;None
After Like;IVE;126;116;20;11;2022-11-12;Pop, EDM, Electro, Electronica, Electro-Pop, Electronic, Dance-Pop, Dance, Nu Disco, House, K-Pop (케이팝), South Korea, Genius Korea, Korean, Girl Group;None;Ryan S. Jhun, Anders Nilsen, Seo Ji Eum (서지음), André Jensen, ISELIN, Mommy Son (마미손) & REI (IVE);None
Lovely;Billie Eilish & Khalid;127;124;70;113;2022-11-12;Pop, TikTok, Chamber Pop, Baroque Pop, Chamber Music, Alternative Pop, Soul, Ballad;FINNEAS;FINNEAS, & Khalid;None
Party;Bad Bunny & Rauw Alejandro;128;122;8;26;2022-11-12;Pop, Reggaetón, Puerto Rico, En Español, Latin Pop, Latin Urban, Latin Music;Richi López, La Paciencia, Albert Hype, Tainy & Jota Rosa;Rauw Alejandro & Bad Bunny;The Orchard
Mary On A Cross;Ghost;129;141;50;11;2022-11-12;Rock, Psychedelic, Alternative, Scandinavia, Sverige, Svensk Rock, Alternative Rock, Psychedelic Rock;Gene Walker & Tobias Forge;Vincent Pontare, Salem Al Fakir & Tobias Forge;None
Hotel Lobby (Unc And Phew);Quavo & Takeoff;130;-;106;6;2022-11-12;R&B, Rap, Hip-Hop, Freestyle, Canada;Noel Cadastre & Sevn Thomas;Drake, GIVĒON, Noel Cadastre, Sevn Thomas, Eminem, Jeff Bass & Steve King;Universal Music Group
Tarot;Bad Bunny & Jhay Cortez;131;121;9;26;2022-11-12;Pop, Dancehall, Latin Pop, Puerto Rico, En Español, Latin Urban, Latin Music;La Paciencia, Albert Hype, Jota Rosa & Tainy;Bad Bunny & Jhayco;The Orchard
Viva La Vida;Coldplay;132;135;114;11;2022-11-12;Pop, Rock, Rock Pop, UK Pop, Chamber Pop, Alternative Pop, Alternative, Alternative Rock, Classical Crossover, Art Pop, Art Rock, Singer-Songwriter, Orchestral, Adult Alternative, Adult Contemporary, Pop-Rock, Chamber Music, Baroque Pop, British Rock, Soundtrack, UK;Brian Eno, Markus Dravs & Rik Simpson;Chris Martin, Guy Berryman, Jonny Buckland & Will Champion;None
Sunflower (Spider-Man: Into The Spider-Verse);Post Malone & Swae Lee;133;126;41;113;2022-11-12;Rap, Pop, R&B, Alternative, Pop Rap, Alternative Pop, Synth-Pop, Alternative R&B, Marvel, Soundtrack;Carter Lang & Louis Bell;Post Malone, Carl Rosen, Carter Lang, Swae Lee, & Billy Walsh;None
Billie Eilish.;Armani White;134;125;87;9;2022-11-12;Rap;July Da Producer;Armani White, Pharrell Williams, N.O.R.E., Greg Camp & July Da Producer;Universal Music Group
Ghost;Justin Bieber;135;144;16;59;2022-11-12;R&B, Pop, Pop-R&B, Contemporary R&B, Future Garage, Dance-Pop, Dance, Synth-Pop, Ballad, Drum & Bass, Canada;Jon Bellion & The Monsters & Strangerz;Michael Pollack, Stefan Johnson, Jordan K. Johnson, Jon Bellion & Justin Bieber;Universal Music Group
The Kind Of Love We Make;Luke Combs;136;129;38;20;2022-11-12;Country;Chip Matthews, Jonathan Singleton & Luke Combs;Luke Combs, Reid Isbell, Jamie Davis & Dan Isbell;None
Summertime Sadness;Lana Del Rey vs. Cedric Gervais;137;117;89;16;2022-11-12;Pop, Alternative Pop, Alternative, Ballad, Dark Pop, Baroque Pop, Trip-Hop;Emile Haynie;Lana Del Rey & Rick Nowels;Universal Music Group
Forever;Lil Baby Featuring Fridayy;138;85;23;3;2022-11-12;Rap, Alternative R&B, Emo Trap, Emo Rap, Atlanta Rap, Trap;Fridayy, Bizness Boi & Fortune;Lil Baby, Fridayy, Vory, Bizness Boi & Fortune;Universal Music Group
Evergreen;Omar Apollo;139;109;59;7;2022-11-12;R&B, UK R&B, Alternative Pop, Indie Pop;Teo Halm and Manuel Barajas;Paul Williams;None
Overdose;natori;140;163;140;4;2022-11-12;Pop, Romanized;None;None;None
Sweet Child O' Mine;Guns N' Roses;141;139;57;82;2022-11-12;Rock, Glam Rock, Alternative Rock, Alternative, Album-Oriented Rock (AOR), Eighties, Hard Rock;Mike Clink;Steven Adler, Duff McKagan, Izzy Stradlin, Axl Rose & Slash;Universal Music Group
